term,x_value,x_preprocessed,axis_scale,score,lower_bound,upper_bound,transformation_note
acc_open_past_24mths,7.972092687327326,1.1355923990730397,original_cleaned_units,0.2677873163203188,0.2564877681344404,0.27908686450619724,Original count scale after reversing standardisation and log1p; training values were median-imputed and p1-p99 winsorised.
acc_open_past_24mths,8.974905699336814,1.320281056385104,original_cleaned_units,0.3492435512517574,0.34011069113551573,0.358376411367999,Original count scale after reversing standardisation and log1p; training values were median-imputed and p1-p99 winsorised.
acc_open_past_24mths,9.977201950002405,1.4871804123367427,original_cleaned_units,0.40481962464671295,0.3979585250497821,0.4116807242436438,Original count scale after reversing standardisation and log1p; training values were median-imputed and p1-p99 winsorised.
acc_open_past_24mths,10.979112192362873,1.6394304100870678,original_cleaned_units,0.42381503389124975,0.41681028083167415,0.43081978695082535,Original count scale after reversing standardisation and log1p; training values were median-imputed and p1-p99 winsorised.
acc_open_past_24mths,11.980726411052828,1.7794041771965956,original_cleaned_units,0.45508697865328956,0.4452208209214383,0.46495313638514085,Original count scale after reversing standardisation and log1p; training values were median-imputed and p1-p99 winsorised.
acc_open_past_24mths,12.982108589650032,1.9089396639595664,original_cleaned_units,0.5588936431440263,0.5483345724959054,0.5694527137921472,Original count scale after reversing standardisation and log1p; training values were median-imputed and p1-p99 winsorised.
acc_open_past_24mths,13.743495216292558,2.00136530507285,original_cleaned_units,0.5985189575790913,0.5836725240136954,0.6133653911444873,Original count scale after reversing standardisation and log1p; training values were median-imputed and p1-p99 winsorised.
dti,1.9024999999999999,-1.952023661088589,original_cleaned_units,-0.14555948181075212,-0.16401837398216582,-0.12710058963933843,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,2.1500000000000004,-1.9219495843065817,original_cleaned_units,-0.2238159988686046,-0.23435948200909415,-0.21327251572811504,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,2.6050000000000004,-1.866661887596225,original_cleaned_units,-0.22823189564839427,-0.24451570124215255,-0.211948090054636,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,2.994999999999999,-1.8192724332730623,original_cleaned_units,-0.22745636554722504,-0.24408195762426205,-0.21083077347018803,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,3.34,-1.7773509929102644,original_cleaned_units,-0.22745636554722504,-0.24408195762426205,-0.21083077347018803,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,3.6599999999999984,-1.7384673380810027,original_cleaned_units,-0.22675871545258566,-0.2443277475692725,-0.20918968333589882,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,3.950000000000001,-1.703229025891984,original_cleaned_units,-0.22633113036864347,-0.2433630242836863,-0.20929923645360063,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,4.220000000000001,-1.6704209421297944,original_cleaned_units,-0.22429391716420527,-0.240143043906159,-0.20844479042225153,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,4.470000000000001,-1.6400430867944336,original_cleaned_units,-0.2239613008262645,-0.24026970276518334,-0.20765289888734567,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,4.710000000000001,-1.6108803456724872,original_cleaned_units,-0.2239613008262645,-0.24026970276518334,-0.20765289888734567,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,4.945,-1.582325161657248,original_cleaned_units,-0.17711917816795236,-0.2047182880805557,-0.14952006825534903,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,5.16,-1.5562002060688378,original_cleaned_units,-0.17634058539330894,-0.20396152218667313,-0.14871964859994474,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,5.364999999999998,-1.531290364693842,original_cleaned_units,-0.1970744131922276,-0.2134197570534677,-0.1807290693309875,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,5.555,-1.5082031946389678,original_cleaned_units,-0.19591578363819287,-0.21218938280938948,-0.17964218446699626,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,5.734999999999999,-1.486331138797508,original_cleaned_units,-0.19591578363819287,-0.21218938280938948,-0.17964218446699626,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,5.915000000000001,-1.464459082956048,original_cleaned_units,-0.1951523663772723,-0.21234486636612437,-0.1779598663884202,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,6.095000000000001,-1.4425870271145884,original_cleaned_units,-0.19438814399343546,-0.21068201954976032,-0.1780942684371106,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,6.275,-1.4207149712731286,original_cleaned_units,-0.19383665228157787,-0.21083777479644894,-0.1768355297667068,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,6.450000000000001,-1.399450472538376,original_cleaned_units,-0.20452657685060974,-0.22104777836550402,-0.18800537533571546,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,6.619999999999999,-1.3787935309103307,original_cleaned_units,-0.22375525296002916,-0.23651410307858195,-0.21099640284147636,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,6.785,-1.3587441463889927,original_cleaned_units,-0.22244682524664744,-0.23491480942379583,-0.20997884106949904,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,6.949999999999999,-1.3386947618676546,original_cleaned_units,-0.22163149825566053,-0.23495849166178065,-0.2083045048495404,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,7.115,-1.3186453773463163,original_cleaned_units,-0.22125790469721046,-0.2342465631713408,-0.20826924622308013,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,7.27,-1.2998111070383926,original_cleaned_units,-0.2204149011122607,-0.23343953745899887,-0.20739026476552253,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,7.414999999999999,-1.2821919509438835,original_cleaned_units,-0.2204149011122607,-0.23343953745899887,-0.20739026476552253,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,7.5600000000000005,-1.2645727948493741,original_cleaned_units,-0.20423016055409765,-0.21410487775120213,-0.19435544335699317,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,7.705000000000002,-1.2469536387548648,original_cleaned_units,-0.20423016055409765,-0.21410487775120213,-0.19435544335699317,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,7.845000000000001,-1.2299420397670628,original_cleaned_units,-0.2022357812253348,-0.21195227404194228,-0.19251928840872734,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,7.985000000000001,-1.2129304407792607,original_cleaned_units,-0.20186667056077254,-0.21142882402218743,-0.19230451709935764,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,8.12,-1.196526398898166,original_cleaned_units,-0.20186667056077254,-0.21142882402218743,-0.19230451709935764,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,8.25,-1.1807299141237784,original_cleaned_units,-0.20136791946189822,-0.21167180300846403,-0.19106403591533241,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,8.38,-1.1649334293493907,original_cleaned_units,-0.20059859894857784,-0.21208013586280475,-0.18911706203435094,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,8.510000000000002,-1.149136944575003,original_cleaned_units,-0.19998056366197073,-0.21243080603129244,-0.18753032129264902,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,8.64,-1.1333404598006154,original_cleaned_units,-0.19947958725558576,-0.21195839341404643,-0.1870007810971251,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,8.770000000000001,-1.1175439750262277,original_cleaned_units,-0.18776059824529687,-0.20488079369232184,-0.1706404027982719,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,8.9,-1.1017474902518403,original_cleaned_units,-0.1814868423040633,-0.20136328208844623,-0.1616104025196804,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,9.025,-1.0865585625841598,original_cleaned_units,-0.17152222916121582,-0.18096265255178837,-0.16208180577064327,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,9.145000000000001,-1.0719771920231866,original_cleaned_units,-0.17152222916121582,-0.18096265255178837,-0.16208180577064327,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,9.265,-1.0573958214622134,original_cleaned_units,-0.17092137163983978,-0.1809787202273358,-0.16086402305234376,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,9.385000000000002,-1.0428144509012403,original_cleaned_units,-0.1697916551503772,-0.17941978506880993,-0.16016352523194446,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,9.499999999999998,-1.0288406374469745,original_cleaned_units,-0.17274693284702047,-0.1799752866480924,-0.16551857904594855,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,9.615,-1.0148668239927083,original_cleaned_units,-0.17197523106702475,-0.17938536564369156,-0.16456509649035794,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,9.735,-1.0002854534317354,original_cleaned_units,-0.1712500309268575,-0.17892242211537646,-0.16357763973833855,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,9.850000000000001,-0.9863116399774692,original_cleaned_units,-0.1712500309268575,-0.17892242211537646,-0.16357763973833855,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,9.965,-0.9723378265232033,original_cleaned_units,-0.1712500309268575,-0.17892242211537646,-0.16357763973833855,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,10.08,-0.9583640130689374,original_cleaned_units,-0.1712500309268575,-0.17892242211537646,-0.16357763973833855,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,10.195,-0.9443901996146713,original_cleaned_units,-0.16968589200441678,-0.17589664040702693,-0.16347514360180662,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,10.305,-0.9310239432671126,original_cleaned_units,-0.1690712551535132,-0.1748157370855684,-0.163326773221458,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,10.405,-0.9188728011329683,original_cleaned_units,-0.16851016565261148,-0.1739772900773896,-0.16304304122783336,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,10.51,-0.9061141018921168,original_cleaned_units,-0.16663258545284027,-0.17239228927735437,-0.16087288162832616,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,10.620000000000001,-0.892747845544558,original_cleaned_units,-0.16663258545284027,-0.17239228927735437,-0.16087288162832616,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,10.725,-0.8799891463037065,original_cleaned_units,-0.1650935581788282,-0.1714148234796977,-0.15877229287795872,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,10.83,-0.8672304470628549,original_cleaned_units,-0.1641932375493766,-0.17270667670569195,-0.15567979839306123,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,10.934999999999999,-0.8544717478220034,original_cleaned_units,-0.1641932375493766,-0.17270667670569195,-0.15567979839306123,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,11.035,-0.8423206056878592,original_cleaned_units,-0.1641932375493766,-0.17270667670569195,-0.15567979839306123,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,11.135,-0.8301694635537148,original_cleaned_units,-0.16362558426103244,-0.17154906677013845,-0.15570210175192642,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,11.235,-0.8180183214195704,original_cleaned_units,-0.16362558426103244,-0.17154906677013845,-0.15570210175192642,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,11.335,-0.8058671792854261,original_cleaned_units,-0.16206070921523136,-0.16860280777014208,-0.15551861066032063,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,11.435000000000002,-0.7937160371512817,original_cleaned_units,-0.16141757387090067,-0.16737514323483185,-0.15546000450696948,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,11.535,-0.7815648950171374,original_cleaned_units,-0.16016839280250553,-0.16699833241208772,-0.15333845319292333,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,11.629999999999999,-0.7700213099897004,original_cleaned_units,-0.1596461366593492,-0.16725586808100926,-0.15203640523768916,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,11.719999999999999,-0.7590852820689705,original_cleaned_units,-0.1596461366593492,-0.16725586808100926,-0.15203640523768916,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,11.815000000000001,-0.7475416970415334,original_cleaned_units,-0.15924118820877028,-0.1669934445791083,-0.15148893183843226,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,11.915,-0.735390554907389,original_cleaned_units,-0.15818501945796637,-0.1665777251105835,-0.14979231380534924,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,12.015,-0.7232394127732447,original_cleaned_units,-0.157466379011597,-0.1652486084406303,-0.14968414958256368,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,12.115,-0.7110882706391004,original_cleaned_units,-0.1528346148263953,-0.1562223283279303,-0.1494469013248603,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,12.215,-0.6989371285049562,original_cleaned_units,-0.1518890172774418,-0.1557585277432377,-0.1480195068116459,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,12.309999999999999,-0.6873935434775191,original_cleaned_units,-0.15145848938200476,-0.15530644471490626,-0.14761053404910326,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,12.405000000000001,-0.6758499584500819,original_cleaned_units,-0.151439891743254,-0.1553131215618031,-0.1475666619247049,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,12.5,-0.6643063734226449,original_cleaned_units,-0.151439891743254,-0.1553131215618031,-0.1475666619247049,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,12.59,-0.6533703455019149,original_cleaned_units,-0.1504719424634906,-0.1546805110344226,-0.1462633738925586,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,12.68,-0.642434317581185,original_cleaned_units,-0.1428901628564146,-0.15303189885141522,-0.13274842686141397,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,12.77,-0.6314982896604551,original_cleaned_units,-0.14228386478723665,-0.15228316849693554,-0.13228456107753775,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,12.86,-0.6205622617397253,original_cleaned_units,-0.14228386478723665,-0.15228316849693554,-0.13228456107753775,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,12.950000000000001,-0.6096262338189953,original_cleaned_units,-0.14228386478723665,-0.15228316849693554,-0.13228456107753775,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,13.04,-0.5986902058982655,original_cleaned_units,-0.1418431108241276,-0.15242471698009996,-0.13126150466815523,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,13.129999999999999,-0.5877541779775357,original_cleaned_units,-0.1402218144288834,-0.14975368534688102,-0.13068994351088578,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,13.219999999999999,-0.5768181500568057,original_cleaned_units,-0.12865064164837725,-0.14218073634053302,-0.11512054695622147,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,13.305,-0.566489679242783,original_cleaned_units,-0.12197220229326325,-0.14016776662689734,-0.10377663795962916,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,13.39,-0.5561612084287604,original_cleaned_units,-0.12065568436598675,-0.13702602429872782,-0.10428534443324569,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,13.48,-0.5452251805080306,original_cleaned_units,-0.10022599536428398,-0.10141151764230504,-0.09904047308626292,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,13.57,-0.5342891525873007,original_cleaned_units,-0.10022599536428398,-0.10141151764230504,-0.09904047308626292,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,13.66,-0.5233531246665707,original_cleaned_units,-0.10022599536428398,-0.10141151764230504,-0.09904047308626292,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,13.75,-0.5124170967458408,original_cleaned_units,-0.10022599536428398,-0.10141151764230504,-0.09904047308626292,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,13.84,-0.5014810688251109,original_cleaned_units,-0.09913859653866651,-0.0998369293755172,-0.09844026370181581,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,13.93,-0.490545040904381,original_cleaned_units,-0.09708169210197036,-0.09889078164084239,-0.09527260256309833,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,14.02,-0.4796090129836511,original_cleaned_units,-0.09529748048246936,-0.09962940016139657,-0.09096556080354215,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,14.11,-0.46867298506292127,original_cleaned_units,-0.09406727476623769,-0.09863160432950557,-0.08950294520296981,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,14.2,-0.45773695714219137,original_cleaned_units,-0.09305605175443285,-0.09662561981578953,-0.08948648369307617,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,14.290000000000001,-0.4468009292214615,original_cleaned_units,-0.09198715498162058,-0.09574191192273993,-0.08823239804050123,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,14.379999999999999,-0.43586490130073163,original_cleaned_units,-0.09198715498162058,-0.09574191192273993,-0.08823239804050123,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,14.469999999999999,-0.4249288733800018,original_cleaned_units,-0.09155043431113373,-0.09504838638622695,-0.08805248223604051,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,14.559999999999999,-0.4139928454592719,original_cleaned_units,-0.08602410948759591,-0.09699667191490884,-0.07505154706028298,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,14.65,-0.403056817538542,original_cleaned_units,-0.0806841916479553,-0.08914190407724663,-0.07222647921866397,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,14.735,-0.39272834672451934,original_cleaned_units,-0.0801590125121583,-0.08943349168305872,-0.07088453334125788,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,14.815,-0.3830074330172039,original_cleaned_units,-0.0801590125121583,-0.08943349168305872,-0.07088453334125788,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,14.899999999999999,-0.37267896220318125,original_cleaned_units,-0.0630498904068194,-0.0684882931452762,-0.05761148766836259,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,14.989999999999998,-0.36174293428245136,original_cleaned_units,-0.06252169083823687,-0.06793629459532234,-0.0571070870811514,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,15.08,-0.3508069063617214,original_cleaned_units,-0.059910737938385375,-0.06694887361827372,-0.05287260225849703,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,15.17,-0.3398708784409915,original_cleaned_units,-0.059076921329761445,-0.06629184029020795,-0.05186200236931494,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,15.260000000000002,-0.32893485052026156,original_cleaned_units,-0.05733549734969747,-0.06585270913117498,-0.04881828556821996,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,15.350000000000001,-0.31799882259953166,original_cleaned_units,-0.05669965642611188,-0.0653695121578272,-0.048029800694396566,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,15.440000000000001,-0.30706279467880176,original_cleaned_units,-0.0508712211538561,-0.05617628539262989,-0.04556615691508231,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,15.530000000000001,-0.2961267667580719,original_cleaned_units,-0.0413453275322536,-0.04965553561720054,-0.033035119447306666,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,15.615,-0.28579829594404926,original_cleaned_units,-0.039650463879857566,-0.047283844792091696,-0.032017082967623435,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,15.7,-0.2754698251300266,original_cleaned_units,-0.03621237911608295,-0.04695983847266495,-0.02546491975950095,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,15.79,-0.26453379720929676,original_cleaned_units,-0.03621237911608295,-0.04695983847266495,-0.02546491975950095,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,15.879999999999999,-0.25359776928856687,original_cleaned_units,-0.033683222880112884,-0.0426631230219022,-0.02470332273832357,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,15.97,-0.24266174136783691,original_cleaned_units,-0.03313660867756184,-0.042496215898147574,-0.023777001456976105,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,16.060000000000002,-0.23172571344710702,original_cleaned_units,-0.03313660867756184,-0.042496215898147574,-0.023777001456976105,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,16.150000000000002,-0.22078968552637712,original_cleaned_units,-0.03263434482700615,-0.04241091495073259,-0.022857774703279703,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,16.240000000000002,-0.20985365760564728,original_cleaned_units,-0.03263434482700615,-0.04241091495073259,-0.022857774703279703,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,16.330000000000002,-0.19891762968491739,original_cleaned_units,-0.03137143757741986,-0.04076548751820879,-0.021977387636630923,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,16.415,-0.18858915887089472,original_cleaned_units,-0.03077960247452779,-0.039330508182530935,-0.02222869676652465,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,16.5,-0.17826068805687206,original_cleaned_units,-0.02883258699791978,-0.03617876167661729,-0.021486412319222273,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,16.59,-0.1673246601361422,original_cleaned_units,-0.02883258699791978,-0.03617876167661729,-0.021486412319222273,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,16.68,-0.15638863221541233,original_cleaned_units,-0.028378478976401743,-0.03500601277397747,-0.021750945178826017,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,16.765,-0.14606016140138967,original_cleaned_units,-0.026844282089950124,-0.03493974145812917,-0.01874882272177108,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
dti,16.85,-0.135731690587367,original_cleaned_units,-0.024462550938024703,-0.030643423372476844,-0.01828167850357256,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
