feature,original_feature_value,preprocessed_feature_value,ebm_contribution_log_odds,lower_bound,upper_bound,transformation_note
int_rate,9.7675,-0.7368203610423576,0.0207133867452564,0.006929384682226106,0.03449738880828669,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,9.7975,-0.7304093555459522,-0.06333601634565264,-0.09050787439065289,-0.036164158300652394,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,9.87,-0.7149160922629729,-0.060061458189415745,-0.08573411853775531,-0.03438879784107618,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,9.95,-0.6978200776058922,-0.055443371190529125,-0.07811623144104551,-0.03277051094001274,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,10.025,-0.681792563864879,-0.08743505137949871,-0.09352693430139306,-0.08134316845760436,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,10.115,-0.6625595473756631,-0.08664113554605524,-0.09228845712745035,-0.08099381396466013,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,10.1675,-0.651340287756954,-0.08664113554605524,-0.09228845712745035,-0.08099381396466013,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,10.2975,-0.6235592639391979,0.1350444320844328,0.11777965140893411,0.15230921275993145,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,10.44,-0.5931069878312728,0.13790803896130463,0.12357540066170743,0.15224067726090185,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,10.4825,-0.5840247300446986,0.14040236047622498,0.12609453967482934,0.15471018127762062,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,10.565,-0.5663944649295842,0.14040236047622498,0.12609453967482934,0.15471018127762062,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,10.6375,-0.5509012016466047,0.1680415210324955,0.1517515299780673,0.18433151208692372,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,10.695,-0.538613441111828,0.17376651434024898,0.15968656213400978,0.18784646654648818,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,10.754999999999999,-0.5257914301190175,0.17376651434024898,0.15968656213400978,0.18784646654648818,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,10.785,-0.5193804246226124,0.17594820071426742,0.16386024247718195,0.1880361589513529,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,10.855,-0.5044214117976666,0.17594820071426742,0.16386024247718195,0.1880361589513529,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,10.93,-0.4883938980566534,0.17799126264632287,0.16569685357142752,0.1902856717212182,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,11.015,-0.47022938248350515,0.03231290592269882,0.02030597762292414,0.04431983422247351,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,11.127500000000001,-0.44618811187198537,0.03329083743937143,0.02252501174250144,0.044056663136241424,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,11.2775,-0.414133084389959,0.19585303310054542,0.17984563026861727,0.21186043593247356,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,11.4,-0.38795481194630427,0.1971171881644667,0.18318930744248138,0.211045068886452,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,11.4375,-0.3799410550757977,0.20085274486721297,0.18530986381699344,0.2163956259174325,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,11.4625,-0.37459855049545987,0.20719368266912114,0.1878968761158541,0.22649048922238818,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,11.48,-0.37085879728922344,0.23811275694786882,0.2131882518075659,0.26303726208817174,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,11.4975,-0.3671190440829871,0.28782413527434747,0.2740793543733437,0.30156891617535125,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,11.522499999999999,-0.3617765395026495,0.007780618093130655,-0.002256611471864332,0.017817847658125642,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,11.6,-0.34521477530360256,0.009094234568460372,-0.00235674556171017,0.020545214698630916,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,11.6775,-0.32865301110455547,0.009489468563568583,-0.0014095044374624072,0.020388441564599576,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,11.8375,-0.29446098179039404,0.01117324598056235,-0.0013328113495563194,0.02367930331068102,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,12.0,-0.25973470201819887,0.01117324598056235,-0.0013328113495563194,0.02367930331068102,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,12.059999999999999,-0.24691269102538843,0.009518024687410247,-0.002339083949706059,0.021375133324526552,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,12.14,-0.22981667636830772,-0.03366113256978927,-0.05452517140319339,-0.012797093736385146,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,12.2475,-0.20684390667285552,-0.03600083291198736,-0.053682101734514195,-0.018319564089460515,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,12.3475,-0.1854738883515046,-0.03546528163433377,-0.05360641886403244,-0.017324144404635096,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,12.387500000000001,-0.17692588102296414,-0.027926078900276246,-0.04417241211167057,-0.011679745688881919,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,12.4275,-0.16837787369442378,-0.021789752796277324,-0.0320209494136174,-0.011558556178937255,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,12.4825,-0.15662436361768087,-0.021351465918314952,-0.031717370096328704,-0.010985561740301197,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,12.555,-0.14113110033470153,-0.020436517198137445,-0.03125115096146015,-0.00962188343481474,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,12.6075,-0.12991184071599235,0.006132492568642953,-0.007389319742575443,0.019654304879861348,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,12.645,-0.12189808384548574,0.00815841442404882,-0.007849161073538048,0.024165989921635687,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,12.7,-0.11014457376874262,0.00815841442404882,-0.007849161073538048,0.024165989921635687,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,12.745000000000001,-0.10052806552413474,0.008923404053709571,-0.006271432432875751,0.02411824054029489,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,12.78,-0.09304855911166199,0.008923404053709571,-0.006271432432875751,0.02411824054029489,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,12.835,-0.08129504903491896,-0.02476777258148464,-0.0324877313162571,-0.017047813846712175,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,12.93,-0.06099353162963558,-0.02476777258148464,-0.0324877313162571,-0.017047813846712175,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,13.0,-0.04603451880468999,-0.021564673114643697,-0.0337168383611444,-0.009412507868142996,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,13.05,-0.03534950964401458,-0.018987033858413545,-0.029924928185288434,-0.008049139531538657,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,13.1,-0.02466450048333917,-0.01799642025177401,-0.029266682705977987,-0.0067261577975700326,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,13.157499999999999,-0.012376739948562386,-0.015519476583756481,-0.027851754792946368,-0.003187198374566595,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,13.2575,0.008993278372788618,-0.015519476583756481,-0.027851754792946368,-0.003187198374566595,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,13.3275,0.023952291197734208,-0.015519476583756481,-0.027851754792946368,-0.003187198374566595,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,13.3475,0.028226294862004293,-0.015519476583756481,-0.027851754792946368,-0.003187198374566595,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,13.42,0.04371955814498374,-0.00567053306644962,-0.018859955884499232,0.007518889751599991,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,13.4975,0.060281322344030705,0.07562981311963643,0.06720642536420272,0.08405320087507014,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,13.525,0.06615807738240218,0.0787943926118323,0.06829798838476794,0.08929079683889665,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,13.5625,0.07417183425290878,0.07460534526655488,0.06872471953499758,0.08048597099811218,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,13.5925,0.080582839749314,0.07506367639197403,0.06888468620942584,0.08124266657452223,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,13.6275,0.08806234616178685,0.06564725097027227,0.06133477556751221,0.06995972637303233,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,13.66,0.09500760211622593,0.067325554456302,0.06065485476766827,0.07399625414493574,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,13.67,0.09714460394836097,0.067325554456302,0.06065485476766827,0.07399625414493574,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,13.815,0.1281311305143198,0.0344380443051569,0.002719933050196202,0.0661561555601176,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,13.97,0.1612546589124137,0.0344380443051569,0.002719933050196202,0.0661561555601176,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,14.0175,0.17140541761505534,0.10728121000169866,0.09666028814760247,0.11790213185579485,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,14.067499999999999,0.18209042677573073,0.10983760450939717,0.1027477559920211,0.11692745302677324,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,14.0925,0.18743293135606845,0.09912666802976454,0.07516169535069883,0.12309164070883025,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,14.1325,0.1959809386846088,0.0018992468049619342,-0.027796409503734736,0.031594903113658604,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,14.225,0.21574820563185845,0.0047249429387234195,-0.022605409905208887,0.03205529578265572,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,14.295,0.23070721845680414,0.0047249429387234195,-0.022605409905208887,0.03205529578265572,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,14.3125,0.23444697166304057,0.0053903658403328236,-0.02148255029444144,0.03226328197510708,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,14.342500000000001,0.2408579771594458,0.011070817677388716,-0.010503930367357596,0.03264556572213503,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,14.415000000000001,0.25635124044242524,0.08241745690515292,0.06988160688098861,0.09495330692931724,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,14.47,0.26810475051916827,0.08602552620801647,0.07195047713643347,0.10010057527959947,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,14.48,0.2702417523513033,0.08638852979372122,0.07243992502081306,0.10033713456662938,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,14.49,0.2723787541834383,0.09036169855023435,0.07559710188955801,0.10512629521091069,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,14.5625,0.28787201746641766,0.09335653523504828,0.07727756951100592,0.10943550095909063,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,14.6375,0.3038995312074309,0.09593069132053501,0.07795349500027643,0.1139078876407936,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,14.66,0.30870778532973486,0.10747833603087412,0.10309928042080703,0.1118573916409412,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,14.7975,0.3380915605215923,0.10747833603087412,0.10309928042080703,0.1118573916409412,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,14.9525,0.37121508891968624,0.10902070390154853,0.10259133677093346,0.11545007103216359,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,15.0075,0.38296859899642915,0.10954215349439583,0.1036283212446068,0.11545598574418486,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,15.045,0.39098235586693575,0.11516679469759361,0.10412540229588531,0.12620818709930193,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,15.137500000000001,0.4107496228141855,0.04631116046898913,0.02384967992662849,0.06877264101134976,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,15.2575,0.43639364479980647,0.04820747112486264,0.026343630209761455,0.07007131203996383,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,15.31,0.44761290441851564,0.04879647984198772,0.026497581613384478,0.07109537807059096,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,15.4525,0.47806518052644065,0.05012032228896484,0.027084402599311514,0.07315624197861817,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,15.5925,0.5079832061763319,0.052044612550149055,0.0280213187359925,0.0760679063643056,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,15.6075,0.5111887089245344,0.0026661653254656976,-0.015084119770436132,0.020416450421367527,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,15.7,0.530955975871784,0.0029575054600172344,-0.014352033416692545,0.020267044336727016,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,15.795,0.5512574932770675,0.0049972999069040555,-0.009344803013796766,0.01933940282760488,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,15.89,0.5715590106823509,0.005802582798107041,-0.008724905140195924,0.020330070736410008,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,15.99,0.5929290290037018,0.15379391542270848,0.13422969632157727,0.1733581345238397,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,16.025,0.6004085354161746,0.15698824840876696,0.13739149285849775,0.17658500395903617,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
int_rate,16.1325,0.6233813051116266,-0.03759548373952804,-0.045069512857864466,-0.030121454621191618,Original cleaned units after median imputation and p1-p99 winsorisation; EBM was fitted on the corresponding standardised values.
